noisy_motion_x,noisy_motion_y,noisy_motion_theta,noisy_motion_cov_xx,noisy_motion_cov_xy,noisy_motion_cov_xtheta,noisy_motion_cov_yy,noisy_motion_cov_ytheta,noisy_motion_cov_thetatheta,kalman_prediction_x,kalman_prediction_y,kalman_prediction_theta,lidar_x,lidar_y,lidar_theta,lidar_cov_xx,lidar_cov_xy,lidar_cov_xtheta,lidar_cov_yy,lidar_cov_ytheta,lidar_cov_thetatheta,ground_truth_x,ground_truth_y,ground_truth_theta,alpha,ekf_pos_x,ekf_pos_y,ekf_pos_theta,ukf_pos_x,ukf_pos_y,ukf_pos_theta
-3.34290803039039e-06,1.44256000567111e-05,0.000112627640192,2.3657520387132497e-11,-1.02088920650445e-10,-7.97057586598982e-10,4.405427134202e-10,3.4395299941536405e-09,2.68540727432764e-08,-0.000685928913299,0.003333221189678,0.025901759043336,0.004472593582407,0.002832916455133,0.025867659887505,1.66054883266042e-06,-1.47902357028329e-08,0,6.23701623680972e-07,0,4.1419308871582e-08,-0.000865229676682,-0.000865229676682,0.034039750036448,8,0.004780251647817,-0.001334989540586,7.79067358869492e-05,0.004791533063846,-0.001338136453601,7.83166666274469e-05
-4.03747799282428e-06,1.74161959876074e-05,0.000135978945764,2.3687432224028797e-11,-1.0217887647101501e-10,-7.97773291871806e-10,4.4076212124544203e-10,3.4413007998779205e-09,2.68683493231947e-08,-0.000685553532094,0.003331601852551,0.025889115408063,0.001131909157571,0.00459614499073,0.025641407983375,1.57800218403281e-06,-3.48626869595137e-08,0,6.25426139322371e-07,0,4.29792059719603e-08,-0.000866446420087,-0.000866446420087,0.03408072895546,8,0.00608977488215,-0.002383421060663,0.0001191312925,0.009191276159127,-0.002566422064496,0.000117496316629
1.16184328362579e-05,-5.00984715472441e-05,-0.000391156092519,2.3717382224841498e-11,-1.02268915558312e-10,-7.98489607767294e-10,4.4098166784856103e-10,3.4430724937806202e-09,2.68826330085403e-08,-0.000681321020238,0.003313351422548,0.025746621191502,0.005756925747166,0.003556365563817,0.026029727859488,1.44365617416042e-06,-8.24378503239132e-08,0,5.96541497088765e-07,0,3.0599519362795e-08,-0.000867663932458,-0.000867663932458,0.034121718766321,8,0.005912175039245,-0.003142041298581,0.00015215994303,0.006252226612721,-0.00331109380928,0.000158725066126
-3.1351003144664e-06,1.35133213916561e-05,0.000105510342109,2.3747368654847298e-11,-1.02359030973442e-10,-7.99206645307748e-10,4.41201353229559e-10,3.4448455199509503e-09,2.6896927352027e-08,-0.000684649683535,0.003327699145302,0.025858646258712,0.005645408444212,0.002610072807593,0.025874635605675,1.65613948865939e-06,-3.01582048223281e-08,0,5.99193526795716e-07,0,3.302980289277e-08,-0.000868882214264,-0.000868882214264,0.034162719473106,8,-0.000692308123483,-0.000314039437275,0.000187247844018,-0.001603144938918,4.65140713196902e-05,0.000199971219264
2.29081774705264e-06,-9.87040493782843e-06,-7.70681945141405e-05,2.3777393248769498e-11,-1.0244922271640501e-10,-7.99924293470866e-10,4.41421149632859e-10,3.44661943429969e-09,2.69112305772978e-08,-0.000683680525981,0.003323523327708,0.02582604251802,0.000338068281875,0.00422683143512,0.025872078220471,1.68816870882438e-06,-3.97636163995685e-08,0,6.02172292474279e-07,0,3.12376187139307e-08,-0.000870101265975,-0.000870101265975,0.034203731079889,8,-0.00806119988614,-0.000367339064784,0.000228501769194,-0.009558143777411,-0.000515744284372,0.000241433739518
1.0994571084666e-06,-4.73539830636582e-06,-3.69746339856647e-05,2.3807454271884697e-11,-1.02539504664989e-10,-8.00642607767799e-10,4.41641057058462e-10,3.4483944588714605e-09,2.69255426843529e-08,-0.000684759230353,0.003328169230372,0.025862317532301,-0.00663990204879,0.00414658205564,0.025938521635285,1.66399922818528e-06,-7.77245734440157e-09,0,6.42344446077914e-07,0,3.10200114483905e-08,-0.000871321088059,-0.000871321088059,0.034244753590749,8,-0.003857731986426,-0.001580121071135,0.000267713529706,-0.004604497132732,-0.00165162597694,0.000282702112248
-2.40844116206063e-07,1.03692536868039e-06,8.09659377409844e-06,2.3837553458916396e-11,-1.02629856002512e-10,-8.01361643709697e-10,4.4186110326194203e-10,3.4501708157108603e-09,2.69398636731921e-08,-0.000686230603606,0.003334504319355,0.025911783799529,-0.004437284039816,0.003258157369836,0.025958106294819,1.57807062350912e-06,-2.4889208471989803e-09,0,6.05127752351109e-07,0,3.12512611344573e-08,-0.000872541680987,-0.000872541680987,0.034285787009767,8,-0.00481695017606,-0.001471314557971,0.000308989073088,-0.003659815002146,-0.001729349700839,0.00031781975513
2.83794179267716e-06,-1.22137598737027e-05,-9.53699272940867e-05,2.3867689075141e-11,-1.02720297545655e-10,-8.02081234763108e-10,4.42081288243301e-10,3.4519480607286803e-09,2.69541935438156e-08,-0.00068661296973,0.003336149733514,0.025924632325769,-0.005092719481681,0.003129110667815,0.026027518311858,1.55434554471867e-06,-1.1996126314528502e-09,0,6.14178645719221e-07,0,2.58868730895756e-08,-0.000873763045228,-0.000873763045228,0.034326831341028,8,-0.002771988223052,0.000216807823504,0.00035027570751,-0.001437994364878,0.000184318678849,0.000357054216148
3.25712875337558e-07,-1.40124643621675e-06,-1.09416778286686e-05,2.38978628552822e-11,-1.0281081541663201e-10,-8.02801547461485e-10,4.42301584246962e-10,3.45372641596953e-09,2.696853407258e-08,-0.000687582360115,0.003340320196003,0.025957196950913,-0.003360360328702,0.004575696494997,0.025990246892876,1.76122875927831e-06,-8.20595857931039e-08,0,6.121288720351e-07,0,2.47250735441185e-08,-0.000874985181253,-0.000874985181253,0.034367886588621,8,-0.004317639563557,-0.00094850700741,0.000391573437173,-0.003294113131105,-0.001340264332121,0.00039835365781
1.87129251116858e-06,-8.04739192972193e-06,-6.28393754595891e-05,2.39280747993398e-11,-1.0290140961544101e-10,-8.035225262936761e-10,4.42522019028502e-10,3.4555056593887903e-09,2.69828817067719e-08,-0.000689663691446,0.003349270904437,0.026027090847492,-0.004524671573615,0.00381482905218,0.026142932548783,1.58423972607125e-06,1.23310455180103e-08,0,6.07250001394277e-07,0,2.44271287641595e-08,-0.000876208089533,-0.000876208089533,0.034408952756636,8,-0.004252100327433,-3.22966080038612e-05,0.000432882266284,-0.00318721458575,-0.000207759881503,0.000439664198899
