Test model,Test set,Kalman Filter MAE Theta,NN MAE Theta,EKF MAE Theta,UKF MAE Theta
RNN,Intel 2,0.3552091663108724,1.2069243458505832,0.43942564299263387,0.43969813170152944
RNN,FB Campus 1,0.2656268511400686,1.2693088027599961,0.04804232484679196,0.06513672983203848
RNN,FB Campus 2,0.17118689472378976,1.145392968186015,0.8243395291994126,0.19604210017977544
RNN,Intel 1,0.1853024574737416,0.8973485108085467,0.2181673601229518,0.21284119340112967
