Test model,Test set,Kalman Filter MAE X,NN MAE X,EKF MAE X,UKF MAE X
RNN,Intel 2,0.04415492800818155,3.2068531435481895,0.04038311702711493,0.022657320648789923
RNN,FB Campus 1,0.03262422549987738,2.683236741863289,0.020631612174216277,0.3213226812076651
RNN,FB Campus 2,0.09639869785259547,3.3995861592281162,0.02714170695136996,0.24868786837839507
RNN,Intel 1,0.033456455561715795,3.2469913362099785,0.03856289670891559,0.029034262376151088
