Test model,Test set,Total Kalman MSe,Total NN MSE
LSTM,MNST 0,6.69753534373971,1.2460089123404248
LSTM,MNST 1,0.768245955152451,1.0087624571842975
LSTM,MNST 2,0.7616108805283237,0.29512929576082425
LSTM,MNST 3,1.6189454453771979,0.385747097829061
LSTM,MNST 4,0.8269270533144253,0.2756619206535592
LSTM,MNST 5,0.8590532870601488,0.9141619496200336
