Test model,Test set,Total Kalman MSe,Total NN MSE,Total EKF MSE,Total UKF MSE
LSTM_ln,Intel 1,0.04418899789805684,0.03289477277951454,0.038964022108493535,0.020762705824341594
LSTM_ln,FB Campus 1,0.03480047700718639,0.06168489923823738,0.02050458721794244,0.33769249749094804
LSTM_ln,FB Campus 2,0.08371966868195087,0.23593246619501057,0.026513046556976106,0.25670266206833725
LSTM_ln,Intel 2,0.03294535384391135,0.05989159637469316,0.03932257656386097,0.029512610841428484
