Test model,Test set,Kalman MSE Theta,NN MSE Theta,EKF MSE Theta,UKF MSE Theta
LSTM_ln,Intel 1,0.34463137223377505,0.4570490853599717,0.4282216445053162,0.42869615167341285
LSTM_ln,FB Campus 1,0.2680631511765422,0.1432661425229008,0.05047697075205536,0.07139326321270105
LSTM_ln,FB Campus 2,0.16767476738914924,0.5547612194179502,0.8240355789510693,0.19101696633906504
LSTM_ln,Intel 2,0.18667262767788734,0.17982616418448857,0.2160025921392719,0.21092060346388133
