Test model,Test set,Kalman Filter MAE Y,NN MAE Y,EKF MAE Y,UKF MAE Y
LSTM,Intel 2,0.021452933278523354,1.0160138001619725,0.025917927102360926,0.03884523379712412
LSTM,FB Campus 1,0.06427949822750345,0.7829270617664977,0.025454675603654206,0.3566723641953249
LSTM,FB Campus 2,0.07910566740462556,0.9456308288285005,0.007638658013418514,0.23161130976058675
LSTM,Intel 1,0.013596176969076607,1.1824516304435828,0.041925763763915554,0.07876171513563988
