noisy_motion_x,noisy_motion_y,noisy_motion_theta,noisy_motion_cov_xx,noisy_motion_cov_xy,noisy_motion_cov_xtheta,noisy_motion_cov_yy,noisy_motion_cov_ytheta,noisy_motion_cov_thetatheta,kalman_prediction_x,kalman_prediction_y,kalman_prediction_theta,lidar_x,lidar_y,lidar_theta,lidar_cov_xx,lidar_cov_xy,lidar_cov_xtheta,lidar_cov_yy,lidar_cov_ytheta,lidar_cov_thetatheta,ground_truth_x,ground_truth_y,ground_truth_theta,alpha,ekf_pos_x,ekf_pos_y,ekf_pos_theta,ukf_pos_x,ukf_pos_y,ukf_pos_theta
3.94714106732863E-07,-4.03827925765654E-07,-4.02632076657028E-06,2.11707887332047E-10,-2.16596157676108E-10,-2.15954654159134E-09,2.21597282190622E-10,2.20940954420712E-09,2.20286580088214E-08,0.000932044349611,0.002133933827281,0.021604046225548,0.018041282280657,-1.3906175563139,0.024797201564552,4.61345325675211E-06,2.58403110819927E-06,0,5.85263251196011E-06,0,6.46703099960178E-08,-0.008753374116719,0.005715333793027,0.311804703102315,8,-0.000176507379264,0.000692312600845,0,-0.002841654570557,0.00425171720693,3.92624199499121E-05
-1.00314864539541E-05,1.02640078694094E-05,0.000102330821392,2.10105696729634E-10,-2.14975759416092E-10,-2.14328044201295E-09,2.19958704028578E-10,2.19295981374046E-09,2.1863524324317E-08,0.000935621443205,0.002130273962393,0.021567557007074,0.015603130098408,-1.38733360898227,0.024769991220834,4.30653335570241E-06,2.22725520870881E-06,0,4.84181418869412E-06,0,6.26020124627758E-08,-0.008755185994637,0.00571718766865,0.311823186001529,8,-0.002016179120067,0.003244499544628,0,-0.000783418594416,0.000250582974465,5.87343420536707E-05
-1.98010147869354E-05,2.02617702598218E-05,0.000201996779651,2.08519521094352E-10,-2.13371625923386E-10,-2.12717732317458E-09,2.18336626556237E-10,2.17667528445986E-09,2.17000479807439E-08,0.000920196413063,0.002146057784557,0.021724913269281,0.0178141700304,-1.39114893790782,0.024791029668853,4.44402076027473E-06,2.28459657591884E-06,0,5.3856247177464E-06,0,6.32358521102105E-08,-0.008756991020285,0.005719034695942,0.311841599671633,8,-0.001538221186263,0.008421707922776,0,-0.002654118097624,-0.001761009324518,7.52425401243843E-05
-4.37330254499102E-06,4.47546381110442E-06,4.46151607320644E-05,2.06949180014959E-10,-2.11783549031175E-10,-2.11123540871938E-09,2.16730841606783E-10,2.16055418000849E-09,2.15382094381766E-08,0.000927864923142,0.002138210227713,0.021646682173014,0.016080907920883,-1.39373296370407,0.024714744564292,4.68026973976521E-06,2.9289824396983E-06,0,6.38527762930607E-06,0,6.89150567723118E-08,-0.008758789236336,0.005720874918617,0.311859944549139,8,-0.00362314444445,0.018207987909054,0,-0.002173415596609,-0.005681832063972,9.07373280419884E-05
-1.70719795278274E-05,1.74723481904948E-05,0.0001741698361,2.05394493080213E-10,-2.10211348328215E-10,-2.09545270024591E-09,2.15141182646761E-10,2.1445947240295E-09,2.13779909330469E-08,0.000918223697226,0.002148077590391,0.021745041012764,0.016930733777573,-1.39863763007658,0.024345495347118,4.543398063106E-06,2.66538677351491E-06,0,6.96059214533307E-06,0,6.8366993843938E-08,-0.008760580685156,0.005722708380068,0.311878221067381,8,-0.002899620948919,0.014161146628887,0,-0.004065826278062,-0.015467283807432,0.0001100167525
-3.07358386635315E-05,3.14594872179441E-05,0.000313581462251,2.03855266001085E-10,-2.08654843403266E-10,-2.07982719935273E-09,2.13567427631567E-10,2.12879469607685E-09,2.12193747017864E-08,0.000901809893548,0.002164877718315,0.021912503987551,0.015188237238714,-1.40947060936255,0.024543941851281,4.42112650489435E-06,2.87152192868234E-06,0,7.19207764632301E-06,0,7.07923391018994E-08,-0.00876236540881,0.005724535123369,0.311896429656538,8,-0.004104243398425,0.015227228644577,0,-0.003616806253008,-0.013298587372983,0.000129224419556
-1.46168404171476E-05,1.49623401739518E-05,0.00014913349878,2.02331332244121E-10,-2.07113853845087E-10,-2.06435735172761E-09,2.12009423905535E-10,2.11315276388291E-09,2.10623394281129E-08,0.000898605154362,0.002168158302084,0.0219452008605,0.015894000960688,-1.40497742258883,0.02456009770875,4.77262256026734E-06,2.88536898551683E-06,0,7.14544830771047E-06,0,7.13981620492632E-08,-0.008764143449057,0.005726355191276,0.311914570743662,8,-0.004127170071313,0.012680751044894,0,-0.004612034839731,-0.014155395828429,0.000148360781746
-1.8063033735416E-07,1.8491682851618E-07,1.84301541139575E-06,2.00822525275868E-10,-2.05588199242435E-10,-2.04904115896909E-09,2.10466963301847E-10,2.09766648495702E-09,2.0906867348458E-08,0.000919374346267,0.002146896207705,0.021733287721872,0.014640658309823,-1.4068533468567,0.024385825818273,4.64206141259638E-06,3.47424429492094E-06,0,8.00074212747859E-06,0,7.42789936225563E-08,-0.008765914847361,0.005728168626233,0.311932644752703,8,-0.003893731170664,0.015481948379851,0,-0.003850685695133,-0.0156065795847,0.00016363778348
-1.68666374520399E-05,1.72684885910712E-05,0.000172101033968,1.99328317740388E-10,-2.04077366117161E-10,-2.03387373609587E-09,2.08939546220144E-10,2.08233119636247E-09,2.07529087248304E-08,0.000911859096959,0.002154590561986,0.021809970960021,0.014397037453266,-1.40333228041307,0.024502761754314,4.51021924163797E-06,2.89037029688188E-06,0,7.28978056940832E-06,0,7.06317280219082E-08,-0.008767679643399,0.005729975468906,0.311950652089898,8,-0.003105749889389,0.015776354471392,0,-0.003676595773144,-0.008995956790727,0.000182646806838
-1.08269714473863E-05,1.10859564301791E-05,0.000110478766146,1.97848057381655E-10,-2.02580646702089E-10,-2.01884797768059E-09,2.07426451015458E-10,2.06713957062732E-09,2.06003907265995E-08,0.000918858801015,0.002147423336282,0.021738544106484,0.014763202106657,-1.40674880793306,0.024385301143942,4.84613747175899E-06,3.36332709593989E-06,0,7.77809964347398E-06,0,7.49385691278803E-08,-0.008769437874293,0.005731775757287,0.311968593135014,8,-0.001644363846896,0.019364060658702,0,-0.00333157787386,-0.015949410501124,0.000201585732292
-1.72376003320096E-05,1.76515804923838E-05,0.000175899913302,1.96382798911543E-10,-2.01099137342453E-10,-2.0039747639089E-09,2.05928746277451E-10,2.05210226589259E-09,2.04494217115325E-08,0.000914439908229,0.002151948399842,0.021783636882901,0.015047027251521,-1.40657865301194,0.024454915360118,4.51281493951683E-06,2.90247680823086E-06,0,7.13179679223686E-06,0,7.04705556131557E-08,-0.008771189582356,0.005733569534512,0.311986468319245,8,-0.003718971379762,0.023076916754281,0,-0.002972182942884,-0.013992504707289,0.000220548708111
