noisy motion,kalman prediction,ground truth,motion noise stdev,laser noise stdev,laser range 1,laser range 2,laser range 3,laser range 4,laser range 5,laser range 6
477.562225271656,2.80537167865439,3.45253449905095,2,10,0.119999997317791,13.8670539855957,4.81824254989624,0.119999997317791,0.119999997317791,0.119999997317791
478.114465577078,5.69430686292858,4.39629599970345,2,10,17.214054107666,0.119999997317791,0.119999997317791,0.119999997317791,18.7698650360107,17.9486961364746
477.344595604267,6.69980488630756,5.09466225007306,2,10,0.119999997317791,22.8849296569824,4.00410461425781,1.83816921710968,30.5,8.48619651794434
477.34843578733,7.84159826763392,5.8275387682237,2,10,12.9183263778687,7.86806869506836,9.92457580566406,0.119999997317791,7.97915601730347,0.119999997317791
476.060541358866,7.74537461813241,6.22011545660961,2,10,14.6389617919922,7.62026882171631,0.119999997317791,0.119999997317791,1.20402753353119,27.136043548584
477.960128683869,9.7291661070877,6.65718522898897,2,10,0.119999997317791,10.0468397140503,0.119999997317791,1.81102311611176,13.9399557113647,1.02901470661163
478.10916008058,9.87884326266743,7.39726277386332,2,10,9.25600624084473,14.2128257751465,0.119999997317791,5.56968307495117,2.75166702270508,11.1730947494507
477.622796328891,9.5671374174157,7.83074067192509,2,10,2.21942949295044,5.74167394638062,3.76708126068115,11.2617921829224,0.119999997317791,0.119999997317791
478.905358131165,10.5022971350624,8.83839156570778,2,10,0.119999997317791,0.119999997317791,5.43020248413086,24.8540153503418,0.119999997317791,10.2091588973999
480.321921657243,11.1884233971015,9.44338619307789,2,10,4.49510478973389,2.94890570640564,2.08322620391846,7.60622692108154,0.119999997317791,11.7445421218872
480.327039387472,10.7229550765812,0.0,2,10,4.81954860687256,1.61311984062195,4.05154371261597,3.66650533676147,21.6018600463867,1.90757596492767
483.257958117835,11.7669334642183,0.813592012359032,2,10,3.42981004714966,6.51340007781982,2.33529806137085,11.3701963424683,5.39699935913086,22.1881275177002
483.106399373548,10.2000162914297,0.710011138996018,2,10,9.52209281921387,7.76940107345581,0.681684732437134,7.12378883361816,18.5658168792725,12.523154258728
483.657426264341,10.2377575617681,1.04869754069752,2,10,9.04085445404053,6.70785903930664,4.95688962936401,11.0328998565674,7.14109373092651,27.5082626342773
490.206993772885,12.5798712563721,1.99232997666444,2,10,14.2979612350464,0.119999997317791,12.9071092605591,17.8358936309814,12.3234777450562,19.2808589935303
494.714755163862,14.5054436942539,2.90918635597336,2,10,6.49918556213379,0.119999997317791,2.56935811042786,9.24330615997314,0.119999997317791,0.119999997317791
494.941099727627,12.9935983899544,3.13520546265726,2,10,3.43466472625732,12.437084197998,4.06871318817139,3.49360656738281,0.119999997317791,0.119999997317791
496.166278390122,12.6643773320166,3.58357253605609,2,10,0.119999997317791,22.6855773925781,0.119999997317791,14.2069082260132,8.87955951690674,30.5
496.198708295816,11.6876647239519,3.61310920511845,2,10,0.119999997317791,0.119999997317791,0.119999997317791,0.119999997317791,20.1171054840088,24.382776260376
493.369582651171,9.2244851870504,4.61010525101735,2,10,8.03161239624023,4.2808780670166,1.68879425525665,0.119999997317791,16.1929759979248,6.76383018493652
495.990473713983,11.1412653324027,5.42270693950027,2,10,0.119999997317791,6.94225597381592,0.119999997317791,6.87696695327759,1.91349685192108,8.108473777771
495.91731094718,10.6424558290979,5.21696376182228,2,10,9.26403903961182,3.98302817344666,4.14452409744263,5.24631404876709,27.8000621795654,2.6690993309021
495.942745487966,9.47238855024822,6.09718932788162,2,10,14.9372186660767,0.119999997317791,0.119999997317791,3.97679424285889,11.7332649230957,1.75458920001984
495.977875320013,9.64096274229666,6.13152663766413,2,10,11.0544195175171,0.119999997317791,1.0492297410965,3.54434895515442,9.63710689544678,5.21318197250366
505.058099664884,15.5537648908246,7.1452960082688,2,10,0.119999997317791,15.4915828704834,0.119999997317791,0.119999997317791,0.126360222697258,18.3954696655273
