noisy motion,kalman prediction,ground truth,motion noise stdev,laser noise stdev,laser range 1,laser range 2,laser range 3,laser range 4,laser range 5,laser range 6
14.2389970811263,10.4402981928899,1.93423687086721,2,10,13.2936544418335,0.119999997317791,24.8660449981689,20.6957015991211,20.5004596710205,0.119999997317791
15.3398862278235,10.9460544017311,2.52503438953079,2,10,2.31230998039246,0.119999997317791,0.119999997317791,10.4083156585693,6.67692852020264,6.42110300064087
15.8052680024516,10.8627875749173,2.87864857575043,2,10,19.7873497009277,12.0105924606323,0.119999997317791,10.9482336044312,0.119999997317791,9.73763561248779
15.9653703443797,10.6134409539894,3.11576163075548,2,10,9.54513263702393,18.5320339202881,17.9902667999268,2.51871156692505,21.4011058807373,0.119999997317791
16.0944770528011,10.4335334342601,3.24038659230344,2,10,8.87066268920898,22.8411407470703,9.0858850479126,10.2570962905884,22.0409469604492,10.9224157333374
17.0385309356481,7.70607417825058,3.84693235164876,2,10,9.81954574584961,0.119999997317791,4.63962602615356,20.5764141082764,20.7875938415527,0.119999997317791
19.3785951158559,9.98661803491796,4.43350405853296,2,10,10.5472707748413,10.7290916442871,0.119999997317791,0.119999997317791,0.119999997317791,18.4922218322754
16.9680126908541,8.4014482934733,5.19182650750425,2,10,12.9755353927612,0.119999997317791,2.88069176673889,0.119999997317791,0.119999997317791,22.249418258667
18.9231444179113,10.185841621666,5.72491326178583,2,10,0.119999997317791,28.1265830993652,6.46944808959961,0.119999997317791,23.5249671936035,0.119999997317791
18.1096727753621,9.55423227756234,5.4257279562496,2,10,7.37940359115601,1.52265989780426,0.119999997317791,0.119999997317791,9.23233699798584,2.76990604400635
16.9684920321188,8.93859692717009,6.30605933051006,2,10,6.41407203674316,10.5766229629517,7.60984706878662,0.119999997317791,3.85514831542969,0.119999997317791
16.9901377693896,9.28975269296496,6.60771513754884,2,10,0.161935538053513,3.44520235061645,0.119999997317791,1.09647262096405,17.2580051422119,0.119999997317791
17.0525371436196,9.54125758562587,6.74133687213147,2,10,0.119999997317791,4.53976058959961,0.119999997317791,7.84717512130737,0.119999997317791,0.119999997317791
17.9361243571196,10.2296500265997,7.23860563681064,2,10,0.119999997317791,0.119999997317791,9.37727928161621,17.1424407958984,14.9805107116699,12.2093458175659
18.3164851344539,10.348478908572,7.65386038563211,2,10,0.119999997317791,4.72568130493164,9.37707424163818,0.119999997317791,5.26881647109985,4.69754457473755
18.9915351489642,10.6138510314119,7.91577548501054,2,10,7.25538539886475,9.76610946655273,0.119999997317791,0.119999997317791,0.516961574554443,0.119999997317791
19.3729248575452,10.5956973040415,8.19186710613723,2,10,9.1466588973999,0.119999997317791,0.119999997317791,11.1021108627319,3.33387279510498,0.119999997317791
20.7831616659098,11.2443021253486,8.88802856696685,2,10,3.54758095741272,16.2518615722656,15.9801864624023,0.119999997317791,2.06624913215637,0.119999997317791
26.8197180378459,14.6294449208277,0.0,2,10,2.0902829170227,8.90073585510254,0.119999997317791,12.8329820632935,4.01186895370483,0.119999997317791
26.9171355384945,12.9904372716397,0.221479895926058,2,10,15.1888513565063,30.5,0.119999997317791,8.21449089050293,5.0129771232605,6.38565301895142
29.5878732440445,13.5900252819939,0.83563355076111,2,10,12.8998041152954,16.3875102996826,20.3875427246094,22.3896331787109,0.119999997317791,7.32069110870361
29.5236745291655,12.2196816033388,0.737231990122842,2,10,7.31416320800781,0.119999997317791,21.3885803222656,7.19782972335815,30.5,4.71503353118897
30.0178682901033,11.6986180649784,1.27404611792873,2,10,0.119999997317791,0.119999997317791,6.15331125259399,1.27732467651367,15.1024980545044,25.3914833068848
30.9491082436469,11.6447005693093,1.63568046090751,2,10,18.2746982574463,30.5,1.00512146949768,30.5,12.393123626709,6.39391469955444
32.0876266632743,11.4260173438762,2.28743273149471,2,10,14.7327747344971,9.69296646118164,0.119999997317791,14.3757228851318,3.00579237937927,0.119999997317791
32.5181500644587,11.1484300626871,3.06691506760413,2,10,1.18673670291901,11.2788181304932,14.0415058135986,0.119999997317791,0.119999997317791,0.598144829273224
33.4925341275801,11.3193089892269,3.90339114937905,2,10,4.04851579666138,0.119999997317791,20.54541015625,10.0885419845581,0.119999997317791,0.119999997317791
33.7015608475777,10.9378069652858,4.38870591034516,2,10,8.50143337249756,17.2949848175049,13.2783689498901,10.1169919967651,0.119999997317791,0.119999997317791
42.163786114857,15.9894086243677,5.31628897211373,2,10,0.515315175056458,0.119999997317791,6.52794742584229,13.9608306884766,0.119999997317791,10.6324090957642
42.4811267588936,14.0043176967092,5.99405999230029,2,10,4.69055843353272,0.119999997317791,15.7311964035034,0.119999997317791,21.9129886627197,0.119999997317791
40.335085831392,11.1495441430426,7.32990510352155,2,10,9.82165622711182,16.6521492004395,25.4211845397949,0.119999997317791,0.119999997317791,3.79241585731506
40.6464233815551,10.8945188610987,7.97644580653249,2,10,12.3886737823486,9.85133838653564,4.56701231002808,13.3593311309814,0.119999997317791,0.119999997317791
41.0807225389981,10.8097679975384,8.24088170197244,2,10,3.55182886123657,0.119999997317791,0.119999997317791,20.9862251281738,1.92060256004334,0.119999997317791
34.4777918507728,6.23929078719256,9.43011237445763,2,10,17.0771141052246,0.119999997317791,3.35959839820862,3.72193837165833,0.119999997317791,0.119999997317791
36.5797315344942,8.89250630337914,0.0,2,10,14.1311168670654,27.4889011383057,13.828727722168,2.98103070259094,8.80666065216064,21.4758167266846
40.1717716362601,10.5264620346368,0.744960667913904,2,10,17.0650386810303,10.1999034881592,20.7109241485596,15.2162275314331,3.89479899406433,19.4601535797119
40.4025030721574,9.09058195685529,0.924682077414143,2,10,24.0439472198486,0.119999997317791,13.8248558044434,19.9926910400391,10.8655958175659,2.07035136222839
40.512772502459,9.4441615194813,1.00489038297559,2,10,6.80452632904053,0.811174035072327,12.9947948455811,21.9253330230713,4.12438535690308,3.09906101226807
40.5489527814397,9.37590404447049,1.03785609908344,2,10,14.826605796814,22.7173404693603,0.119999997317791,8.53748416900635,6.12754917144775,6.88484048843384
40.7302392838237,9.67283947790958,1.4947003538699,2,10,10.2244968414307,15.1792602539063,8.58284854888916,0.466260612010956,5.24265670776367,29.345329284668
41.0060232838943,9.79998811227756,1.70767793858994,2,10,5.42518520355225,2.89860248565674,9.8647575378418,7.70053195953369,11.7408885955811,0.119999997317791
41.0635232650606,9.86555315533226,2.12615254686781,2,10,9.17493438720703,0.119999997317791,19.0012588500977,14.4851093292236,3.96896457672119,17.3610439300537
43.1124640346074,11.1856210771593,2.90174982314695,2,10,0.75920844078064,30.5,1.93645238876343,2.41920518875122,5.08700847625732,0.632276177406311
42.0745677934937,9.86828356876224,2.42842519926347,2,10,16.6783981323242,0.119999997317791,4.1566309928894,15.3295516967773,11.0833215713501,8.4401273727417
32.7695609317151,3.90106335056351,3.79095795577101,2,10,0.119999997317791,9.49107646942139,10.7089443206787,0.119999997317791,9.79373455047607,0.119999997317791
37.1518043746162,8.855334221829,4.65163578566114,2,10,0.119999997317791,0.119999997317791,15.7148857116699,14.9998178482056,0.119999997317791,1.66808748245239
